bord_id,pcode,exdate,numpers
68858,20061,31Mar99,1
69628,20061,31Mar99,1
31622,20061,31Mar99,1
69637,20061,31Mar99,1
69720,20061,31Mar99,1
69660,20061,31Mar99,1
69130,20074,31Mar99,1
4637,20074,31Mar99,1
4085,20074,31Mar99,1
4265,20074,31Mar99,1
31486,20074,31Mar99,1
31220,20074,31Mar99,1
31434,20074,31Mar99,1
4630,20074,31Mar99,1
31432,20074,31Mar99,1
4023,20074,31Mar99,1
69129,20074,31Mar99,1
4299,20074,31Mar99,1
4298,20074,31Mar99,1
4025,20074,31Mar99,1
69128,20074,31Mar99,1
31937,20074,31Mar99,1
31438,20074,31Mar99,1
4636,20074,31Mar99,1
4264,20074,31Mar99,1
31440,20074,31Mar99,1
31483,20074,31Mar99,1
31826,20074,31Mar99,1
4639,20074,31Mar99,1
69620,20074,31Mar99,1
4306,20074,31Mar99,1
31938,20074,31Mar99,1
4532,20074,31Mar99,1
4634,20074,31Mar99,1
31439,20074,31Mar99,1
4088,20074,31Mar99,1
31936,20074,31Mar99,1
4633,20074,31Mar99,1
4091,20074,31Mar99,1
31379,20074,31Mar99,1
31433,20074,31Mar99,1
4001,20074,31Mar99,1
4638,20074,31Mar99,1
69131,20074,31Mar99,1
4631,20074,31Mar99,1
69132,20074,31Mar99,1
4531,20074,31Mar99,1
69255,20074,31Mar99,1
4000,20074,31Mar99,1
31437,20074,31Mar99,1
4024,20074,31Mar99,1
4092,20074,31Mar99,1
4093,20074,31Mar99,1
4305,20074,31Mar99,1
4089,20074,31Mar99,1
4022,20074,31Mar99,1
4632,20074,31Mar99,1
31435,20074,31Mar99,1
31430,20074,31Mar99,1
4635,20074,31Mar99,1
31429,20074,31Mar99,1
4297,20074,31Mar99,1
31823,20074,31Mar99,1
31975,20074,31Mar99,1
4308,20074,31Mar99,1
31485,20074,31Mar99,1
31939,20074,31Mar99,1
4095,20074,31Mar99,1
4304,20074,31Mar99,1
4086,20074,31Mar99,1
4094,20074,31Mar99,1
4096,20074,31Mar99,1
31487,20074,31Mar99,1
31824,20074,31Mar99,1
69257,20074,31Mar99,1
69127,20074,31Mar99,1
31219,20074,31Mar99,1
4302,20074,31Mar99,1
4300,20074,31Mar99,1
4303,20074,31Mar99,1
31822,20074,31Mar99,1
4087,20074,31Mar99,1
4640,20074,31Mar99,1
32105,20074,31Mar99,1
4188,20074,31Mar99,1
31428,20074,31Mar99,1
69126,20074,31Mar99,1
69256,20074,31Mar99,1
31431,20074,31Mar99,1
31976,20074,31Mar99,1
31436,20074,31Mar99,1
4301,20074,31Mar99,1
31906,20074,31Mar99,1
31484,20074,31Mar99,1
31825,20074,31Mar99,1
69258,20074,31Mar99,1
4090,20074,31Mar99,1
31827,20074,31Mar99,1
31905,20074,31Mar99,1
69585,20074,31Mar99,1
4307,20074,31Mar99,1
4026,20074,31Mar99,1
4530,20074,31Mar99,1
69103,20076,31Mar99,1
69846,20091,31Mar99,1
69836,20091,31Mar99,1
69782,20091,31Mar99,1
69784,20091,31Mar99,1
69783,20091,31Mar99,1
69786,20091,31Mar99,1
69838,20091,31Mar99,1
69844,20091,31Mar99,1
69779,20091,31Mar99,1
69842,20091,31Mar99,1
69781,20091,31Mar99,1
69834,20091,31Mar99,1
69841,20091,31Mar99,1
69785,20091,31Mar99,1
69780,20091,31Mar99,1
69840,20091,31Mar99,1
69787,20091,31Mar99,1
69843,20091,31Mar99,1
69845,20091,31Mar99,1
69839,20091,31Mar99,1
69833,20091,31Mar99,1
69837,20091,31Mar99,1
69835,20091,31Mar99,1
31414,20096,31Mar99,1
69094,20096,31Mar99,1
31426,20096,31Mar99,1
69085,20096,31Mar99,1
31413,20096,31Mar99,1
69175,20096,31Mar99,1
69173,20096,31Mar99,1
31415,20096,31Mar99,1
31347,20096,31Mar99,1
31378,20096,31Mar99,1
31418,20096,31Mar99,1
31417,20096,31Mar99,1
69089,20096,31Mar99,1
31377,20096,31Mar99,1
69172,20096,31Mar99,1
31424,20096,31Mar99,1
31408,20096,31Mar99,1
31350,20096,31Mar99,1
31348,20096,31Mar99,1
31419,20096,31Mar99,1
31422,20096,31Mar99,1
31407,20096,31Mar99,1
69086,20096,31Mar99,1
69181,20096,31Mar99,1
69174,20096,31Mar99,1
69088,20096,31Mar99,1
31352,20096,31Mar99,1
69180,20096,31Mar99,1
69087,20096,31Mar99,1
31410,20096,31Mar99,1
69083,20096,31Mar99,1
31420,20096,31Mar99,1
69177,20096,31Mar99,1
31423,20096,31Mar99,1
69096,20096,31Mar99,1
69179,20096,31Mar99,1
31416,20096,31Mar99,1
69178,20096,31Mar99,1
31358,20096,31Mar99,1
69093,20096,31Mar99,1
31353,20096,31Mar99,1
69082,20096,31Mar99,1
69098,20096,31Mar99,1
31351,20096,31Mar99,1
69084,20096,31Mar99,1
69095,20096,31Mar99,1
69097,20096,31Mar99,1
69092,20096,31Mar99,1
69090,20096,31Mar99,1
31357,20096,31Mar99,1
31349,20096,31Mar99,1
31355,20096,31Mar99,1
31425,20096,31Mar99,1
31356,20096,31Mar99,1
31427,20096,31Mar99,1
31411,20096,31Mar99,1
31421,20096,31Mar99,1
31412,20096,31Mar99,1
69091,20096,31Mar99,1
69176,20096,31Mar99,1
31409,20096,31Mar99,1
69171,20096,31Mar99,1
31354,20096,31Mar99,1
31989,20106,31Mar99,1
4032,20107,31Mar99,1
4042,20107,31Mar99,1
4038,20107,31Mar99,1
4039,20107,31Mar99,1
32026,20107,31Mar99,1
4043,20107,31Mar99,1
4041,20107,31Mar99,1
4031,20107,31Mar99,1
4037,20107,31Mar99,1
4040,20107,31Mar99,1
4030,20107,31Mar99,1
4036,20107,31Mar99,1
32027,20107,31Mar99,1
4034,20107,31Mar99,1
31919,20110,31Mar99,1
31921,20110,31Mar99,1
31925,20110,31Mar99,1
31922,20110,31Mar99,1
31926,20110,31Mar99,1
31924,20110,31Mar99,1
31927,20110,31Mar99,1
31920,20110,31Mar99,1
31923,20110,31Mar99,1
31299,20111,31Mar99,1
69560,20111,31Mar99,1
31303,20111,31Mar99,1
31306,20111,31Mar99,1
31298,20111,31Mar99,1
31301,20111,31Mar99,1
69558,20111,31Mar99,1
31288,20111,31Mar99,1
31295,20111,31Mar99,1
31297,20111,31Mar99,1
31302,20111,31Mar99,1
31293,20111,31Mar99,1
31300,20111,31Mar99,1
31305,20111,31Mar99,1
31287,20111,31Mar99,1
31294,20111,31Mar99,1
31289,20111,31Mar99,1
32208,20111,31Mar99,1
31304,20111,31Mar99,1
69555,20111,31Mar99,1
69557,20111,31Mar99,1
31292,20111,31Mar99,1
31291,20111,31Mar99,1
69559,20111,31Mar99,1
31296,20111,31Mar99,1
69556,20111,31Mar99,1
31290,20111,31Mar99,1
31676,21045,31Mar99,1
31678,21045,31Mar99,1
31675,21045,31Mar99,1
31680,21045,31Mar99,1
31681,21045,31Mar99,1
31677,21045,31Mar99,1
31679,21045,31Mar99,1
31787,21052,31Mar99,1
31791,21052,31Mar99,1
31788,21052,31Mar99,1
31790,21052,31Mar99,1
31793,21052,31Mar99,1
31789,21052,31Mar99,1
31794,21052,31Mar99,1
31792,21052,31Mar99,1
32251,22025,31Mar99,1
32252,22025,31Mar99,1
32253,22025,31Mar99,1
4351,24051,31Mar99,1
4352,24051,31Mar99,1
4350,24051,31Mar99,1
69047,25086,31Mar99,1
69051,25086,31Mar99,1
68939,25086,31Mar99,1
68931,25086,31Mar99,1
69048,25086,31Mar99,1
68938,25086,31Mar99,1
68933,25086,31Mar99,1
69049,25086,31Mar99,1
69050,25086,31Mar99,1
68940,25086,31Mar99,1
68932,25086,31Mar99,1
68937,25086,31Mar99,1
68930,25086,31Mar99,1
68941,25086,31Mar99,1
68936,25086,31Mar99,1
4170,27059,31Mar99,1
4172,27059,31Mar99,1
4173,27059,31Mar99,1
4175,27059,31Mar99,1
4171,27059,31Mar99,1
4120,27059,31Mar99,1
4118,27059,31Mar99,1
4117,27059,31Mar99,1
4169,27059,31Mar99,1
4167,27059,31Mar99,1
4119,27059,31Mar99,1
4168,27059,31Mar99,1
4176,27059,31Mar99,1
4174,27059,31Mar99,1
68811,-1000,01Apr99,40
30306,-1000,01Apr99,22
30357,-1000,01Apr99,100
68495,-1000,01Apr99,1
68128,-1000,01Apr99,15
68814,-1000,01Apr99,17
30377,-1000,01Apr99,75
68542,-1000,01Apr99,1
30362,-1000,01Apr99,126
30371,-1000,01Apr99,130
30285,-1000,01Apr99,13
30339,-1000,01Apr99,60
30096,-1000,01Apr99,95
68543,-1000,01Apr99,1
30170,-1000,01Apr99,100
30204,-1000,01Apr99,15
68833,-1000,01Apr99,25
68026,-1000,01Apr99,1
30143,-1000,01Apr99,78
30391,-1000,01Apr99,19
30040,-1000,01Apr99,54
68816,-1000,01Apr99,10
30485,-1000,01Apr99,1
30196,-1000,01Apr99,46
30278,-1000,01Apr99,10
30245,-1000,01Apr99,10
30366,-1000,01Apr99,32
30261,-1000,01Apr99,69
30483,-1000,01Apr99,1
30044,-1000,01Apr99,35
30121,-1000,01Apr99,72
68186,-1000,01Apr99,16
30072,-1000,01Apr99,84
68840,-1000,01Apr99,20
30384,-1000,01Apr99,90
30480,-1000,01Apr99,1
30295,-1000,01Apr99,16
30009,-1000,01Apr99,19
30319,-1000,01Apr99,87
30212,-1000,01Apr99,25
68078,-1000,01Apr99,260
30062,-1000,01Apr99,48
30420,-1000,01Apr99,210
30256,-1000,01Apr99,19
30401,-1000,01Apr99,267
68027,-1000,01Apr99,1
30059,-1000,01Apr99,61
68828,-1000,01Apr99,18
68096,-1000,01Apr99,85
30364,-1000,01Apr99,28
30094,-1000,01Apr99,34
30087,-1000,01Apr99,83
68763,-1000,01Apr99,35
30079,-1000,01Apr99,108
30124,-1000,01Apr99,85
30188,-1000,01Apr99,15
30355,-1000,01Apr99,63
68171,-1000,01Apr99,20
30221,-1000,01Apr99,15
30410,-1000,01Apr99,157
30133,-1000,01Apr99,108
30012,-1000,01Apr99,47
30099,-1000,01Apr99,10
30275,-1000,01Apr99,53
68541,-1000,01Apr99,1
30015,-1000,01Apr99,35
30148,-1000,01Apr99,144
30412,-1000,01Apr99,70
68496,-1000,01Apr99,1
30361,-1000,01Apr99,175
30353,-1000,01Apr99,45
30053,-1000,01Apr99,80
30393,-1000,01Apr99,52
30382,-1000,01Apr99,120
30379,-1000,01Apr99,90
30029,-1000,01Apr99,18
68822,-1000,01Apr99,55
68540,-1000,01Apr99,1
30104,-1000,01Apr99,60
30293,-1000,01Apr99,10
30179,-1000,01Apr99,60
68168,-1000,01Apr99,45
68497,-1000,01Apr99,1
30032,-1000,01Apr99,45
68492,-1000,01Apr99,1
30446,-1000,01Apr99,40
30324,-1000,01Apr99,110
68494,-1000,01Apr99,1
31048,-1000,01Apr99,1
30427,-1000,01Apr99,65
68085,-1000,01Apr99,124
30369,-1000,01Apr99,80
30388,-1000,01Apr99,100
30348,-1000,01Apr99,75
68278,-1000,01Apr99,1
30248,-1000,01Apr99,19
68089,-1000,01Apr99,60
30703,-1000,01Apr99,16
30415,-1000,01Apr99,88
68544,-1000,01Apr99,1
68539,-1000,01Apr99,1
68545,-1000,01Apr99,1
30390,-1000,01Apr99,39
30431,-1000,01Apr99,300
30112,-1000,01Apr99,30
30482,-1000,01Apr99,1
68801,-1000,01Apr99,25
30394,-1000,01Apr99,15
30451,-1000,01Apr99,92
30075,-1000,01Apr99,45
30209,-1000,01Apr99,38
30402,-1000,01Apr99,12
30272,-1000,01Apr99,18
30418,-1000,01Apr99,50
30375,-1000,01Apr99,120
30481,-1000,01Apr99,1
30020,-1000,01Apr99,40
30300,-1000,01Apr99,86
30167,-1000,01Apr99,78
68805,-1000,01Apr99,40
30090,-1000,01Apr99,86
68169,-1000,01Apr99,30
30141,-1000,01Apr99,227
30304,-1000,01Apr99,50
30069,-1000,01Apr99,40
30312,-1000,01Apr99,53
68165,-1000,01Apr99,135
30439,-1000,01Apr99,31
68028,-1000,01Apr99,1
30115,-1000,01Apr99,134
68784,-1000,01Apr99,16
30373,-1000,01Apr99,136
30117,-1000,01Apr99,70
30252,-1000,01Apr99,45
31047,-1000,01Apr99,1
30274,-1000,01Apr99,30
30145,-1000,01Apr99,35
68167,-1000,01Apr99,18
30153,-1000,01Apr99,40
30449,-1000,01Apr99,83
30343,-1000,01Apr99,71
30026,-1000,01Apr99,22
30346,-1000,01Apr99,68
68538,-1000,01Apr99,1
30281,-1000,01Apr99,20
30330,-1000,01Apr99,85
30082,-1000,01Apr99,30
68175,-1000,01Apr99,52
68493,-1000,01Apr99,1
30486,-1000,01Apr99,1
30413,-1000,01Apr99,20
30057,-1000,01Apr99,70
30254,-1000,01Apr99,25
30416,-1000,01Apr99,45
31005,-1000,01Apr99,1
30291,-1000,01Apr99,68
68537,-1000,01Apr99,1
30025,-1000,01Apr99,32
30172,-1000,01Apr99,175
68170,-1000,01Apr99,55
30127,-1000,01Apr99,94
30403,-1000,01Apr99,119
30484,-1000,01Apr99,1
30335,-1000,01Apr99,70
30279,-1000,01Apr99,27
67924,1006,01Apr99,1
30802,1006,01Apr99,1
30971,1006,01Apr99,1
30973,1006,01Apr99,1
68485,1006,01Apr99,1
30799,1006,01Apr99,1
67926,1006,01Apr99,1
68527,1006,01Apr99,1
30807,1006,01Apr99,1
67930,1006,01Apr99,1
30970,1006,01Apr99,1
68525,1006,01Apr99,1
30803,1006,01Apr99,1
67932,1006,01Apr99,1
30669,1006,01Apr99,1
30969,1006,01Apr99,1
67931,1006,01Apr99,1
30798,1006,01Apr99,1
68528,1006,01Apr99,1
30974,1006,01Apr99,1
68526,1006,01Apr99,1
30805,1006,01Apr99,1
68529,1006,01Apr99,1
30806,1006,01Apr99,1
30801,1006,01Apr99,1
30972,1006,01Apr99,1
67925,1006,01Apr99,1
68484,1006,01Apr99,1
68524,1006,01Apr99,1
30800,1006,01Apr99,1
30804,1006,01Apr99,1
67929,1027,01Apr99,1
67927,1027,01Apr99,1
31046,1027,01Apr99,1
67928,1027,01Apr99,1
30504,2000,01Apr99,1
30354,2009,01Apr99,1
30302,2009,01Apr99,1
30299,2009,01Apr99,1
30308,2009,01Apr99,1
30307,2009,01Apr99,1
30303,2009,01Apr99,1
30301,2009,01Apr99,1
30356,2009,01Apr99,1
30310,2009,01Apr99,1
30358,2009,01Apr99,1
30305,2009,01Apr99,1
30309,2009,01Apr99,1
30979,2019,01Apr99,1
68488,2019,01Apr99,1
30686,2019,01Apr99,1
30695,2019,01Apr99,1
4512,2019,01Apr99,1
4505,2019,01Apr99,1
4504,2019,01Apr99,1
4511,2019,01Apr99,1
30688,2019,01Apr99,1
68490,2019,01Apr99,1
4510,2019,01Apr99,1
68535,2019,01Apr99,1
30679,2019,01Apr99,1
67945,2019,01Apr99,1
30622,2019,01Apr99,1
30422,2019,01Apr99,1
30724,2019,01Apr99,15
4496,2019,01Apr99,1
30432,2019,01Apr99,1
68534,2019,01Apr99,1
30662,2019,01Apr99,1
30982,2019,01Apr99,1
30663,2019,01Apr99,1
30816,2019,01Apr99,1
30664,2019,01Apr99,1
68121,2019,01Apr99,26
30666,2019,01Apr99,1
30672,2019,01Apr99,1
30621,2019,01Apr99,1
68575,2019,01Apr99,1
30673,2019,01Apr99,1
30728,2019,01Apr99,1
4508,2019,01Apr99,1
30435,2019,01Apr99,1
30678,2019,01Apr99,1
67920,2019,01Apr99,1
30444,2019,01Apr99,1
30975,2019,01Apr99,1
30682,2019,01Apr99,1
30423,2019,01Apr99,1
30661,2019,01Apr99,1
30980,2019,01Apr99,1
30694,2019,01Apr99,1
30681,2019,01Apr99,1
30696,2019,01Apr99,1
30699,2019,01Apr99,1
30711,2019,01Apr99,1
30714,2019,01Apr99,1
30716,2019,01Apr99,1
30563,2019,01Apr99,1
68487,2019,01Apr99,1
30683,2019,01Apr99,1
4509,2019,01Apr99,1
30729,2019,01Apr99,1
67923,2019,01Apr99,1
30981,2019,01Apr99,1
68614,2019,01Apr99,1
30819,2019,01Apr99,1
30808,2019,01Apr99,1
67944,2019,01Apr99,1
30817,2019,01Apr99,1
30818,2019,01Apr99,1
30689,2019,01Apr99,1
4506,2019,01Apr99,1
68633,2019,01Apr99,1
68610,2019,01Apr99,1
30977,2019,01Apr99,1
68635,2019,01Apr99,1
30951,2019,01Apr99,1
30722,2019,01Apr99,1
30958,2019,01Apr99,1
30813,2019,01Apr99,1
30912,2019,01Apr99,1
30450,2019,01Apr99,1
4497,2019,01Apr99,1
30443,2019,01Apr99,1
30911,2019,01Apr99,1
30698,2019,01Apr99,1
30913,2019,01Apr99,1
67942,2019,01Apr99,1
30671,2019,01Apr99,1
30677,2019,01Apr99,1
30670,2019,01Apr99,1
30949,2019,01Apr99,1
30952,2019,01Apr99,1
30959,2019,01Apr99,1
30976,2019,01Apr99,1
68122,2019,01Apr99,51
4495,2019,01Apr99,1
68634,2019,01Apr99,1
30953,2019,01Apr99,1
68482,2019,01Apr99,1
30690,2019,01Apr99,1
68615,2019,01Apr99,1
30809,2019,01Apr99,1
68481,2019,01Apr99,1
68609,2019,01Apr99,1
30812,2019,01Apr99,1
30726,2019,01Apr99,12
30984,2019,01Apr99,1
30680,2019,01Apr99,1
68479,2019,01Apr99,1
30676,2019,01Apr99,1
30685,2019,01Apr99,1
68613,2019,01Apr99,1
30957,2019,01Apr99,1
30623,2019,01Apr99,1
4513,2019,01Apr99,1
68612,2019,01Apr99,1
30693,2019,01Apr99,1
30675,2019,01Apr99,1
30421,2019,01Apr99,1
30983,2019,01Apr99,1
68489,2019,01Apr99,1
30950,2019,01Apr99,1
30430,2019,01Apr99,1
30424,2019,01Apr99,1
30725,2019,01Apr99,1
30692,2019,01Apr99,1
30713,2019,01Apr99,1
68611,2019,01Apr99,1
30955,2019,01Apr99,1
68483,2019,01Apr99,1
68607,2019,01Apr99,1
30814,2019,01Apr99,1
30954,2019,01Apr99,1
30727,2019,01Apr99,1
30717,2019,01Apr99,47
30956,2019,01Apr99,1
30434,2019,01Apr99,1
30687,2019,01Apr99,1
30660,2019,01Apr99,1
4498,2019,01Apr99,1
30668,2019,01Apr99,1
30667,2019,01Apr99,1
30564,2019,01Apr99,1
30697,2019,01Apr99,1
67921,2019,01Apr99,1
30915,2019,01Apr99,1
68606,2019,01Apr99,1
67947,2019,01Apr99,1
67943,2019,01Apr99,1
30910,2019,01Apr99,1
4507,2019,01Apr99,1
30684,2019,01Apr99,1
68486,2019,01Apr99,1
67946,2019,01Apr99,1
30712,2019,01Apr99,14
30445,2019,01Apr99,1
30433,2019,01Apr99,1
30811,2019,01Apr99,1
30665,2019,01Apr99,1
30914,2019,01Apr99,1
67922,2019,01Apr99,1
30691,2019,01Apr99,1
30810,2019,01Apr99,1
30978,2019,01Apr99,1
30425,2019,01Apr99,1
4514,2019,01Apr99,1
68536,2019,01Apr99,1
30815,2019,01Apr99,1
68632,2019,01Apr99,1
30674,2019,01Apr99,1
30723,2019,01Apr99,1
30428,2019,01Apr99,1
68608,2019,01Apr99,1
30429,2019,01Apr99,1
68480,2019,01Apr99,1
31042,2028,01Apr99,1
31050,2028,01Apr99,1
31036,2028,01Apr99,1
31039,2028,01Apr99,1
30938,2028,01Apr99,1
31054,2028,01Apr99,1
30499,2028,01Apr99,1
30500,2028,01Apr99,1
30501,2028,01Apr99,1
31052,2028,01Apr99,1
31051,2028,01Apr99,1
31035,2028,01Apr99,1
30503,2028,01Apr99,1
31040,2028,01Apr99,1
31049,2028,01Apr99,1
30502,2028,01Apr99,1
31034,2028,01Apr99,1
31043,2028,01Apr99,1
31044,2028,01Apr99,1
31037,2028,01Apr99,1
31041,2028,01Apr99,1
31038,2028,01Apr99,1
31053,2028,01Apr99,1
31045,2028,01Apr99,1
31033,2029,01Apr99,1
31029,2029,01Apr99,1
31030,2029,01Apr99,1
31028,2029,01Apr99,1
31032,2029,01Apr99,1
31031,2029,01Apr99,1
68011,2073,01Apr99,1
68013,2073,01Apr99,1
68424,2073,01Apr99,1
68425,2073,01Apr99,1
68015,2073,01Apr99,1
68423,2073,01Apr99,1
68010,2073,01Apr99,1
68014,2073,01Apr99,1
68012,2073,01Apr99,1
4502,2092,01Apr99,1
4499,2092,01Apr99,1
4503,2092,01Apr99,1
4501,2092,01Apr99,1
4500,2092,01Apr99,1
30945,3010,01Apr99,1
30946,3010,01Apr99,1
30944,3010,01Apr99,1
68460,3016,01Apr99,1
68436,3018,01Apr99,1
68437,3018,01Apr99,1
68435,3018,01Apr99,1
68438,3018,01Apr99,1
68439,3018,01Apr99,1
30604,4075,01Apr99,1
30600,4075,01Apr99,1
30603,4075,01Apr99,1
30601,4075,01Apr99,1
68369,4075,01Apr99,1
68368,4075,01Apr99,1
30602,4075,01Apr99,1
68370,4075,01Apr99,1
68371,4075,01Apr99,1
68372,4075,01Apr99,1
68373,4075,01Apr99,1
68765,5004,01Apr99,17
30748,5004,01Apr99,1
30165,5004,01Apr99,1
30743,5004,01Apr99,1
30849,5004,01Apr99,1
30746,5004,01Apr99,1
68076,5004,01Apr99,20
30745,5004,01Apr99,1
68185,5004,01Apr99,15
30847,5004,01Apr99,1
30195,5004,01Apr99,1
30868,5004,01Apr99,1
68798,5004,01Apr99,15
30828,5004,01Apr99,1
30047,5004,01Apr99,1
67940,5004,01Apr99,1
30882,5004,01Apr99,1
30761,5004,01Apr99,1
30769,5004,01Apr99,1
30777,5004,01Apr99,1
30916,5004,01Apr99,1
68839,5004,01Apr99,7
30823,5004,01Apr99,1
30289,5004,01Apr99,1
30829,5004,01Apr99,1
30844,5004,01Apr99,1
68820,5004,01Apr99,7
30861,5004,01Apr99,1
30866,5004,01Apr99,1
30874,5004,01Apr99,80
68157,5004,01Apr99,35
30192,5004,01Apr99,1
30880,5004,01Apr99,1
30985,5004,01Apr99,1
30897,5004,01Apr99,1
30899,5004,01Apr99,1
30902,5004,01Apr99,1
30903,5004,01Apr99,1
30995,5004,01Apr99,1
30144,5004,01Apr99,1
30930,5004,01Apr99,1
30103,5004,01Apr99,1
30176,5004,01Apr99,1
68794,5004,01Apr99,12
68138,5004,01Apr99,2
30161,5004,01Apr99,1
68793,5004,01Apr99,4
30993,5004,01Apr99,1
30992,5004,01Apr99,1
30760,5004,01Apr99,1
68080,5004,01Apr99,20
68136,5004,01Apr99,5
30187,5004,01Apr99,1
31014,5004,01Apr99,1
68086,5004,01Apr99,5
30055,5004,01Apr99,1
30001,5004,01Apr99,1
30152,5004,01Apr99,1
30198,5004,01Apr99,1
30269,5004,01Apr99,1
30156,5004,01Apr99,1
30852,5004,01Apr99,1
31010,5004,01Apr99,1
30134,5004,01Apr99,1
30878,5004,01Apr99,1
30775,5004,01Apr99,1
68095,5004,01Apr99,5
30201,5004,01Apr99,1
30071,5004,01Apr99,1
30125,5004,01Apr99,1
30885,5004,01Apr99,1
68819,5004,01Apr99,4
30091,5004,01Apr99,1
68154,5004,01Apr99,40
30050,5004,01Apr99,1
30904,5004,01Apr99,1
30214,5004,01Apr99,1
30235,5004,01Apr99,1
30129,5004,01Apr99,1
30323,5004,01Apr99,1
30854,5004,01Apr99,1
30203,5004,01Apr99,1
30002,5004,01Apr99,1
68147,5004,01Apr99,9
31007,5004,01Apr99,1
31012,5004,01Apr99,1
30320,5004,01Apr99,1
30058,5004,01Apr99,1
30764,5004,01Apr99,1
30085,5004,01Apr99,1
68825,5004,01Apr99,18
30122,5004,01Apr99,1
30191,5004,01Apr99,1
30101,5004,01Apr99,1
68842,5004,01Apr99,23
30321,5004,01Apr99,1
30756,5004,01Apr99,1
30782,5004,01Apr99,1
30036,5004,01Apr99,1
30273,5004,01Apr99,1
30074,5004,01Apr99,1
30229,5004,01Apr99,1
68844,5004,01Apr99,11
30222,5004,01Apr99,1
30218,5004,01Apr99,1
30186,5004,01Apr99,1
30205,5004,01Apr99,1
30994,5004,01Apr99,1
30200,5004,01Apr99,1
30193,5004,01Apr99,1
30857,5004,01Apr99,1
30149,5004,01Apr99,1
30123,5004,01Apr99,1
30328,5004,01Apr99,1
30168,5004,01Apr99,1
30163,5004,01Apr99,1
30154,5004,01Apr99,1
30034,5004,01Apr99,1
30989,5004,01Apr99,1
30138,5004,01Apr99,1
30867,5004,01Apr99,1
30131,5004,01Apr99,1
30128,5004,01Apr99,1
30061,5004,01Apr99,1
30181,5004,01Apr99,1
30108,5004,01Apr99,1
30107,5004,01Apr99,1
30106,5004,01Apr99,1
68790,5004,01Apr99,6
30283,5004,01Apr99,1
68073,5004,01Apr99,35
30070,5004,01Apr99,1
30056,5004,01Apr99,1
30054,5004,01Apr99,1
30052,5004,01Apr99,1
30043,5004,01Apr99,1
68075,5004,01Apr99,8
30033,5004,01Apr99,1
30850,5004,01Apr99,1
30991,5004,01Apr99,1
68817,5004,01Apr99,19
30236,5004,01Apr99,1
30862,5004,01Apr99,1
30762,5004,01Apr99,1
30294,5004,01Apr99,1
68153,5004,01Apr99,35
68803,5004,01Apr99,10
30213,5004,01Apr99,1
30051,5004,01Apr99,1
30326,5004,01Apr99,1
68795,5004,01Apr99,8
30045,5004,01Apr99,1
68764,5004,01Apr99,12
68829,5004,01Apr99,28
30937,5004,01Apr99,1
30290,5004,01Apr99,1
30909,5004,01Apr99,1
67937,5004,01Apr99,1
31013,5004,01Apr99,1
68099,5004,01Apr99,15
30297,5004,01Apr99,1
30778,5004,01Apr99,1
30189,5004,01Apr99,1
30901,5004,01Apr99,1
30042,5004,01Apr99,1
68789,5004,01Apr99,7
30068,5004,01Apr99,1
30827,5004,01Apr99,1
30890,5004,01Apr99,1
68837,5004,01Apr99,7
30767,5004,01Apr99,1
30284,5004,01Apr99,1
30936,5004,01Apr99,1
30738,5004,01Apr99,1
31006,5004,01Apr99,1
31011,5004,01Apr99,1
30089,5004,01Apr99,1
30750,5004,01Apr99,1
68791,5004,01Apr99,7
68799,5004,01Apr99,14
30771,5004,01Apr99,1
68835,5004,01Apr99,7
30083,5004,01Apr99,1
30990,5004,01Apr99,1961
68797,5004,01Apr99,9
30183,5004,01Apr99,1
30174,5004,01Apr99,1
30288,5004,01Apr99,1
30919,5004,01Apr99,1
30739,5004,01Apr99,1
30088,5004,01Apr99,1
30865,5004,01Apr99,1
30322,5004,01Apr99,1
30873,5004,01Apr99,1
68158,5004,01Apr99,16
68143,5004,01Apr99,6
30773,5004,01Apr99,1
30234,5004,01Apr99,1
68166,5004,01Apr99,6
68146,5004,01Apr99,35
68141,5004,01Apr99,5
30160,5004,01Apr99,1
68132,5004,01Apr99,6
30834,5004,01Apr99,1
30126,5004,01Apr99,1
30137,5004,01Apr99,1
68161,5004,01Apr99,16
68771,5004,01Apr99,24
68821,5004,01Apr99,14
30986,5004,01Apr99,1
30826,5004,01Apr99,1
30194,5004,01Apr99,1
68788,5004,01Apr99,2
30116,5004,01Apr99,1
68093,5004,01Apr99,4
30870,5004,01Apr99,1
68823,5004,01Apr99,7
30783,5004,01Apr99,1
30178,5004,01Apr99,1
68826,5004,01Apr99,6
68834,5004,01Apr99,18
68094,5004,01Apr99,7
30875,5004,01Apr99,1
30779,5004,01Apr99,1
30848,5004,01Apr99,1
30892,5004,01Apr99,1
30988,5004,01Apr99,1
30184,5004,01Apr99,1
30833,5004,01Apr99,1
30918,5004,01Apr99,1
68162,5004,01Apr99,12
68769,5004,01Apr99,4
30243,5004,01Apr99,1
30785,5004,01Apr99,1
30113,5004,01Apr99,1
30098,5004,01Apr99,1
30770,5004,01Apr99,1
30105,5004,01Apr99,1
30287,5004,01Apr99,1
30843,5004,01Apr99,1
68097,5004,01Apr99,4
30900,5004,01Apr99,1
30315,5004,01Apr99,1
30155,5004,01Apr99,1
30035,5004,01Apr99,1
30140,5004,01Apr99,1
68148,5004,01Apr99,40
68830,5004,01Apr99,19
30202,5004,01Apr99,1
30894,5004,01Apr99,1
